,T_obs,T_near_future,T_long_term
3171,297.51242,302.93613,305.71097
3172,296.69522,303.1394,303.6021
3173,295.58847,303.87936,302.41995
3174,297.43246,305.24164,301.24008
3175,297.32825,307.30933,302.6618
3176,296.79294,302.97958,305.02615
3177,297.3182,297.34305,304.86795
3178,292.65015,298.49493,305.5562
3179,293.63138,299.09442,304.9311
3180,294.79617,300.7375,302.59573
3181,296.54303,300.1458,304.56415
3182,297.7789,302.30103,307.37494
3183,299.26047,306.04202,308.14355
3184,300.58157,304.68994,306.7622
3185,301.12637,302.288,301.66852
3186,297.2098,303.44016,302.10052
3187,292.8793,304.74097,303.4918
3188,293.295,304.54657,299.65158
3189,294.7399,302.44635,302.8008
3190,297.4846,299.17584,304.61768
3191,298.77014,298.28418,305.21942
3192,298.19693,297.72095,306.11298
3193,298.11642,301.0101,306.55997
3194,299.36588,304.52637,305.46094
3195,299.5619,303.5236,304.64413
3196,299.9332,302.88895,305.33038
3197,298.9265,303.30035,307.09912
3198,298.74527,304.32477,308.01227
3199,294.47223,303.15762,308.72827
3200,296.19662,300.98578,308.97958
3201,297.92694,299.42352,304.96588
3202,295.38953,298.43088,306.14563
3203,295.759,297.0652,305.13324
3204,296.20255,301.32703,304.46906
3205,297.43365,301.33856,304.20792
3206,297.7712,300.72833,303.33508
3207,297.3691,302.8641,305.93152
3208,292.82483,303.9748,305.97052
3209,291.56766,302.90533,298.38882
3210,292.91544,300.35083,299.0257
3211,296.27597,299.23587,300.38174
3212,299.1521,296.85123,301.66943
3213,299.68506,294.22845,304.12115
3214,297.32413,296.16687,301.8518
3215,295.21066,298.8806,301.72705
3216,295.8751,301.30103,303.61172
3217,294.45566,303.2964,304.1927
3218,296.21558,302.77777,293.54236
3219,296.13443,302.246,296.87256
3220,295.56125,295.88855,299.89194
3221,297.07422,292.93765,302.96613
3222,296.55606,293.89825,303.77368
3223,293.21567,293.11884,302.99594
3224,294.83704,294.07486,302.53302
3225,297.0079,297.12268,301.97766
3226,295.02356,300.12238,300.3937
3227,297.51242,300.97363,299.19534
3228,299.6075,298.24365,301.17984
3229,299.92252,292.95062,305.08832
3230,298.5416,294.0623,302.76544
3231,297.31583,297.0448,300.67758
3232,296.11963,297.66083,301.34222
3233,297.76233,299.1525,301.81747
3234,297.4224,300.1313,302.04718
3235,295.06915,301.24933,302.24628
3236,292.88345,299.0541,305.4202
3237,294.34253,300.67468,306.28198
3238,297.03394,301.52304,308.34625
3239,297.9062,301.56656,310.25702
3240,296.9694,300.81085,306.8175
3241,297.1411,298.41293,300.03833
3242,298.35507,295.11237,305.176
3243,299.03488,298.09515,305.72574
3244,300.34354,299.01038,304.5048
3245,301.98148,293.76935,305.13226
3246,300.53836,295.5982,304.094
3247,300.43356,300.79437,298.15552
3248,299.4636,300.87286,299.98367
3249,297.87482,302.70374,302.88632
3250,298.5706,307.48712,305.32388
3251,298.76782,306.59174,306.70624
3252,298.57715,307.23932,306.27032
3253,297.45084,309.65253,304.99802
3254,295.60623,309.58945,305.78778
3255,295.63348,308.1356,306.8133
3256,295.85733,305.3095,305.28647
3257,297.27554,301.93842,305.19904
3258,296.22977,301.5395,305.58926
3259,298.20642,302.04974,305.83798
3260,300.13037,302.5099,306.24924
3261,297.6119,303.7446,303.8475
3262,298.65115,298.45557,305.359
3263,298.95312,299.62576,305.0587
3264,299.16455,304.21625,302.2357
3265,299.85678,304.26254,301.31085
3266,299.86212,301.6958,300.30438
3267,299.51627,301.11224,303.34933
3268,300.9831,298.77298,304.52637
3269,300.73672,303.26556,300.91656
3270,302.27103,303.94876,302.92844
3271,301.10803,302.95587,301.58676
3272,302.08392,304.40573,302.6363
3273,296.2671,302.41153,305.96945
3274,296.1315,302.79163,307.6778
3275,295.40906,305.00024,307.8537
3276,296.1753,304.2806,308.66818
3277,297.0132,300.82748,309.88107
3278,296.64902,298.98975,310.1145
3279,295.32675,299.16522,309.8041
3280,295.17575,300.55875,306.97525
3281,296.91312,302.03873,304.4074
3282,298.31833,299.7019,305.05643
3283,299.57196,298.34503,301.77814
3284,300.98367,297.957,302.37427
3285,301.53555,300.23984,304.3829
3286,301.63388,298.57678,307.56393
3287,299.9,298.26532,310.593
3288,299.55478,299.03394,310.33218
3289,300.7498,300.27197,310.55276
3290,300.59225,300.97534,308.1695
3291,302.42203,302.44427,301.37906
3292,300.35538,303.23038,299.3193
3293,299.09525,300.6031,298.4191
3294,300.3015,300.59302,300.68912
3295,300.51468,300.6725,304.52155
3296,300.69827,298.4851,301.00894
3297,300.35007,298.0285,297.11862
3298,297.51538,298.90985,298.57343
3299,296.3429,299.15375,301.11945
3300,298.8519,299.1848,302.44635
3301,300.0273,299.12173,304.13278
3302,300.18307,298.97287,307.33478
3303,301.3656,299.201,305.58496
3304,299.08167,299.7872,305.75714
3305,297.90677,300.2033,306.41534
3306,294.86545,299.43396,305.7763
3307,296.3334,297.1121,305.40723
3308,297.61545,297.32278,305.9556
3309,296.61887,293.62375,302.61417
3310,298.28873,296.62292,304.35312
3311,298.00687,297.2892,301.0533
3312,298.0566,298.31656,301.0783
3313,297.89438,296.6746,300.66748
3314,296.4092,296.88336,298.76724
3315,298.41666,298.08884,299.2
3316,295.0188,298.69434,300.66406
3317,294.07193,299.98413,302.87704
3318,297.20804,301.53906,304.8979
3319,299.24036,302.59842,304.2749
3320,301.67828,298.54596,300.2662
3321,295.2,297.34406,302.16293
3322,292.1835,298.54553,305.5027
3323,294.90747,299.61594,306.56165
3324,297.13345,301.09845,306.12677
3325,300.83148,302.06793,301.3106
3326,299.20422,303.40247,299.68085
3327,296.17233,305.09845,297.41934
3328,298.86728,306.58087,296.67252
3329,300.56265,305.929,297.6956
3330,299.34573,305.74466,299.67902
3331,296.73373,305.4184,302.45837
3332,298.59488,300.39264,306.68146
3333,299.86978,301.70343,305.00558
3334,297.96188,304.74823,300.44916
3335,296.31982,299.26508,301.10275
3336,297.484,299.0374,299.25317
3337,299.02066,300.77444,301.50784
3338,300.11084,296.08844,305.33054
3339,302.66367,293.91565,302.96527
3340,302.36816,296.58038,297.54663
3341,299.0378,300.06128,300.19684
3342,299.90536,302.55026,304.66916
3343,298.1638,301.0663,307.88907
3344,296.80716,299.54013,307.21933
3345,296.96228,302.32935,304.98264
3346,300.3927,304.13177,301.6957
3347,298.18393,303.79672,301.36807
3348,299.4642,297.72098,302.87827
3349,295.72705,295.51364,302.8009
3350,297.60242,300.44894,300.63962
3351,300.23636,298.81555,300.6504
3352,301.58057,298.88776,303.4157
3353,298.60022,298.54214,304.99197
3354,296.43588,299.38055,299.43216
3355,294.88614,300.82687,298.49667
3356,298.53094,299.21426,300.9073
3357,300.03622,296.7008,303.0681
3358,301.0423,297.04993,305.1473
3359,300.0356,298.98044,306.58783
3360,300.72787,300.27618,305.56036
3361,300.475,300.6569,299.37582
3362,299.33923,301.74844,298.0126
3363,299.99478,303.0351,300.99976
3364,296.305,302.38754,304.13257
3365,292.34933,302.33594,305.6183
3366,293.81198,302.59448,305.12485
3367,296.79767,301.35004,305.30786
3368,298.8276,297.20737,302.7836
3369,301.4106,293.90826,303.0021
3370,301.2241,296.38492,305.72357
3371,298.30295,298.74942,308.7949
3372,297.905,299.81125,310.18414
3373,298.97977,300.58255,310.68018
3374,298.07614,301.43903,309.3199
3375,293.34122,301.83636,308.83612
3376,291.77612,303.46622,307.75082
3377,295.1195,301.22437,307.29538
3378,296.55667,299.86224,306.59088
3379,297.67172,301.87234,306.52243
3380,297.01382,302.7689,306.82413
3381,296.42044,303.19418,307.385
3382,294.75708,304.24457,307.36774
3383,294.249,305.18692,307.7823
3384,295.4724,305.61594,308.4449
3385,298.40897,305.02423,309.4918
3386,299.26523,298.45123,304.3171
3387,299.2303,293.61017,300.69217
3388,298.47885,296.1462,300.91336
3389,298.44864,299.65063,296.34488
3390,300.19077,301.44443,295.48004
3391,300.928,301.42075,296.70044
3392,300.21744,301.93097,298.09586
3393,301.15305,302.27414,300.59067
3394,301.7002,303.34442,303.36334
3395,301.86838,303.47534,305.75595
3396,301.81033,303.49203,306.75488
3397,300.95346,303.33286,303.89743
3398,301.0038,302.00757,301.0217
3399,296.42993,300.2874,306.2012
3400,295.6453,295.49417,304.8979
3401,294.2727,290.30597,295.44012
3402,292.90652,291.6801,290.99487
3403,294.00916,293.4845,292.5562
3404,296.78763,295.1958,297.11554
3405,299.34042,294.98828,300.4866
3406,300.36133,293.61325,304.96136
3407,301.249,297.96368,307.8088
3408,299.11597,299.68793,308.88086
3409,294.21704,297.95328,305.23358
3410,296.6964,298.59784,304.33463
3411,299.32205,298.801,304.32663
3412,296.95517,299.1605,305.27048
3413,301.4722,300.5766,303.54462
3414,301.73038,301.22827,302.55206
3415,296.13147,302.2031,306.15228
3416,290.57407,303.21478,309.55426
3417,292.77628,305.14224,302.34473
3418,296.12198,303.98505,299.3957
3419,299.42688,302.5407,302.84393
3420,301.0802,301.9937,304.41754
3421,296.99072,300.45813,304.8427
3422,293.07416,300.71808,303.06198
3423,297.44077,301.8759,303.59985
3424,300.00485,302.5849,303.9173
3425,300.62186,303.23834,301.9034
3426,300.47086,302.66782,302.7466
3427,301.21994,303.97357,304.87094
3428,303.31265,303.29608,307.45142
3429,297.95654,303.66394,309.55222
3430,294.88617,304.27472,309.39804
3431,297.66046,303.83542,309.50815
3432,299.6803,301.72275,311.3797
3433,303.0178,299.48444,312.9771
3434,299.96573,299.38916,313.0478
3435,294.98566,298.89612,312.63373
3436,297.34955,299.27014,309.5648
3437,299.6963,299.48355,308.2693
3438,300.19254,299.7503,309.74896
3439,301.69662,303.52005,307.9491
3440,303.47195,304.73834,311.04846
3441,301.9874,304.85013,305.94757
3442,299.20364,305.66083,305.3118
3443,293.9393,301.93146,303.515
3444,294.58414,299.77362,302.6784
3445,297.4159,302.50894,306.85217
3446,297.61072,302.932,309.8573
3447,297.9269,298.86246,311.62555
3448,300.7705,298.8578,312.9718
3449,300.35776,301.357,310.94165
3450,298.74942,300.80664,311.32587
3451,301.2454,296.06693,313.28253
3452,302.3895,296.68027,309.7055
3453,298.2017,298.59534,305.41272
3454,295.08865,300.16068,303.27362
3455,298.06192,303.4752,303.34915
3456,299.2439,304.80933,306.52835
3457,299.64005,301.8609,306.61615
3458,298.83292,298.03705,308.51703
3459,299.4322,295.56628,309.45187
3460,300.4454,297.84927,309.8617
3461,302.29056,302.0966,310.45044
3462,303.66025,303.13504,304.99713
3463,301.7748,300.55353,294.6391
3464,302.39304,300.18744,293.8624
3465,302.84128,300.9332,295.58282
3466,303.36536,300.1775,297.32608
3467,303.95395,297.60828,299.14014
3468,304.93457,297.70087,300.22723
3469,302.40604,300.28656,301.46738
3470,298.1034,301.40417,303.02545
3471,294.71146,302.67026,306.02066
3472,292.10654,303.38885,307.58212
3473,295.22903,302.14862,306.54056
3474,297.5657,300.70752,305.6919
3475,299.72238,300.6977,305.2439
3476,301.35733,301.00958,306.5859
3477,302.27695,299.16574,309.96735
3478,302.40665,293.78058,312.1337
3479,300.446,294.66754,312.78357
3480,298.66833,295.81305,309.1113
3481,296.45126,296.6686,304.68207
3482,296.4785,299.15573,304.9211
3483,298.0815,301.23267,304.2599
3484,297.7262,300.34512,302.52032
3485,297.9589,300.96832,302.305
3486,298.26743,301.72394,303.19397
3487,298.82523,301.17535,302.66058
3488,299.16336,302.27408,302.8928
3489,290.43607,296.12933,302.9597
3490,286.89017,298.31348,305.8202
3491,290.6984,297.24997,302.11258
3492,293.931,295.5687,300.79883
3493,291.7335,297.00897,297.85822
3494,289.3755,298.2536,300.1357
3495,288.91064,293.71686,299.97345
3496,292.662,293.43448,297.98288
3497,294.5214,297.95428,299.5247
3498,296.9629,300.50977,298.36703
3499,297.37326,299.52155,301.1491
3500,295.42325,294.32135,303.15292
3501,295.1769,296.39362,301.551
3502,294.3467,299.2307,303.01288
3503,294.12167,300.9999,302.138
3504,296.4033,300.7646,305.11514
3505,295.9586,302.66437,309.37872
3506,290.83163,302.6749,305.1828
3507,292.80057,302.63165,299.99698
3508,294.474,300.22125,300.0878
3509,293.95056,297.3067,302.97998
3510,294.74167,296.99554,305.6733
3511,296.01956,300.7451,307.67023
3512,296.59042,302.57047,308.11282
3513,297.1121,299.49557,308.777
3514,298.53506,294.7746,306.19016
3515,298.55167,293.25177,306.41193
3516,298.95728,293.28546,307.5945
3517,299.0331,295.6613,308.844
3518,297.4757,297.49527,308.16364
3519,295.86145,298.63934,305.17087
